latitude,longitude,taken_date,t2m,d2m,tp
54.5,55.75,2017-08-07,290.815,285.208,0.082489
54.75,51,2017-08-08,290.713,288.823,0
55,50,2017-08-10,288.926,284.739,0.0412445
55.25,49.75,2017-08-08,294.05,288.09,0
55,52.25,2017-08-09,289.762,283.314,2.73045
55.25,47.25,2017-08-12,290.916,285.19,0.377808
55.25,52,2017-08-12,290.175,284.97,0.00494766
55.75,51,2017-08-12,289.746,284.821,0.923897
53.75,51,2017-08-12,291.339,285.178,0.0214462
55.75,53,2017-08-13,288.844,282.491,1.15157
56.75,49.75,2017-08-09,288.3,285.374,0.0676422
53,49.75,2017-08-11,291.966,284.419,0
53.25,48.25,2017-08-07,292.952,286.549,0
53.75,53,2017-08-13,289.768,282.196,6.54978
56,53,2017-08-08,291.011,286.118,0.0775414
53,53.5,2017-08-13,290.465,282.533,6.86819
53,54.25,2017-08-12,290.44,287.006,0.0478439
53,55.25,2017-08-10,287.22,276.619,0.803463
53.5,50,2017-08-10,288.967,282.923,0
53.5,52.25,2017-08-09,292.475,283.538,0.34481
54.25,50.5,2017-08-13,288.651,284.464,2.39883
54.25,47,2017-08-07,291.129,286.616,0.00164795
54.25,53.25,2017-08-07,291.086,285.729,0.0148468
54.75,55.25,2017-08-11,290.368,283.191,0
54.75,49.75,2017-08-10,289.129,284.135,0.00824738
55.75,56,2017-08-11,288.366,284.762,0
55.25,50.5,2017-08-09,290.422,285.544,3.89027
55.25,51,2017-08-10,289.609,283.93,0.326664
55.25,51.25,2017-08-07,291.837,285.967,0.0296974
55.5,47.5,2017-08-09,289.597,285.133,0.27882
55.75,47.25,2017-08-10,287.046,284.658,0.0593948
55.5,53.75,2017-08-07,289.998,285.849,0.480099
55.5,54,2017-08-10,285.813,280.659,0.123737
55.75,52,2017-08-10,289.786,283.409,0.00989914
56.5,55.5,2017-08-13,286.958,280.581,5.484
56,48.75,2017-08-09,289.402,285.424,0.0412445
57,55,2017-08-13,286.694,281.107,3.80778
56.75,50.5,2017-08-08,290.019,286.165,0.325016
53,55,2017-08-13,288.335,282.735,4.74653
53.75,47.5,2017-08-12,291.654,283.977,0.107239
53.25,51.75,2017-08-09,293.261,283.178,0.303566
53.5,49.75,2017-08-07,294.18,286.354,0
53.25,49,2017-08-12,293.531,286.761,0.082489
53.75,48.25,2017-08-08,289.664,286.566,0
55,49,2017-08-10,290.212,285.386,0.214478
54,53,2017-08-10,287.689,280.9,0.00329971
54.25,54,2017-08-13,287.751,281.381,3.41512
54.75,50,2017-08-07,291.847,286.927,0.0181465
55,51.25,2017-08-08,289.93,288.718,0
55.25,47.5,2017-08-10,287.976,284.89,0.112186
57,49.75,2017-08-11,290.325,287.285,0.527943
55.25,54,2017-08-09,289.59,282.998,2.38234
55.5,55.75,2017-08-07,289.147,286.977,0.844707
57,55.25,2017-08-10,283.918,280.079,0.202927
55.5,50.5,2017-08-10,289.148,284.934,0.356361
55.5,51,2017-08-09,290.095,285.101,1.19447
56.75,54,2017-08-08,289.905,285.505,0.00989914
57,53.5,2017-08-13,284.975,281.219,1.30996
57,54.25,2017-08-12,289.301,285.652,2.85913
53.25,55.75,2017-08-07,290.808,285.814,0
53.25,50.5,2017-08-10,290.49,281.722,0
53.25,51,2017-08-09,293.484,283.233,0.102287
53.5,47.25,2017-08-09,291.396,283.281,1.95668
53.5,52,2017-08-09,292.499,283.482,0.226025
53.75,53.75,2017-08-08,292.122,288.187,0
54,53.25,2017-08-08,290.816,287.088,0
54,47,2017-08-08,289.995,289.194,0
55,49.5,2017-08-07,292.88,287.792,0.0181465
54.5,50,2017-08-12,291.049,285.561,0.0412445
55,48,2017-08-07,292.803,286.743,0.0247459
55,50.5,2017-08-12,290.543,284.97,0.892551
55.5,49,2017-08-12,290.807,285.367,0.082489
55.25,51.75,2017-08-10,289.771,283.198,0.0742416
55.5,51.75,2017-08-09,289.966,283.739,1.51618
55.75,52.25,2017-08-10,289.794,283.519,0.00824738
56,54.5,2017-08-10,284.801,280.071,0.00824738
56.25,55,2017-08-08,288.876,287.271,0.234276
54.5,55.5,2017-08-11,289.733,283.36,0
55.25,49.5,2017-08-08,293.98,288.06,0
55.75,50,2017-08-09,289.255,284.98,0.303566
53.25,47.5,2017-08-09,292.538,282.839,0.527943
53.25,53.75,2017-08-07,291.594,285.868,0
53.25,54,2017-08-10,287.629,276.941,0.00494766
53.5,49.25,2017-08-13,292.249,288.247,0.887604
53.75,49,2017-08-09,292.747,285.52,0.118786
53.75,51.75,2017-08-12,291.097,285.092,0
53.75,55.75,2017-08-08,291.641,288.844,0
55,54,2017-08-12,289.286,285.318,1.31326
55.25,48,2017-08-08,290.934,285.881,0
53,49.5,2017-08-11,292.206,284.344,0
55.5,48.25,2017-08-07,292.208,287.709,0.0544434
56,48.5,2017-08-08,290.738,285.833,0.113838
56.25,53.5,2017-08-08,289.8,284.566,0.519691
56.5,51.5,2017-08-12,289.295,284.533,1.15487
56.75,48,2017-08-09,288.437,285.608,0.189728
56.75,49.5,2017-08-09,288.236,285.377,0.0593948
55.75,48.5,2017-08-13,289.099,285.265,0.417404
56.25,50.25,2017-08-07,290.051,287.248,0.234276
56.75,51.25,2017-08-12,288.77,284.522,0.791912
53,48,2017-08-11,291.457,284.637,0.0181465
53.75,48.5,2017-08-13,290.071,284.677,1.13343
53.5,54,2017-08-12,290.4,284.402,0.0989876
54,52.25,2017-08-13,288.45,282.604,2.93173
54,54.5,2017-08-08,291.521,288.083,0
54.75,49.5,2017-08-10,289.923,284.479,0.0247459
54.75,51.75,2017-08-08,290.328,286.856,0
54.5,49,2017-08-12,292.041,286.663,0.186428
54.5,51.75,2017-08-09,289.834,283.963,0.618683
54.75,48,2017-08-10,288.047,283.328,0.023098
54.75,55.75,2017-08-12,289.299,287.046,1.05259
55,49.25,2017-08-13,291.235,286.199,0.640129
56,47,2017-08-10,288.791,284.686,0.452049
55.5,50,2017-08-12,290.572,285.194,0.90905
55.75,49,2017-08-09,290.131,286.303,0.0676422
55.75,55.75,2017-08-08,288.929,286.764,0.433903
56,52.75,2017-08-09,289.831,282.678,0.55764
56,53.25,2017-08-10,288.832,281.606,0.0247459
56,55.75,2017-08-13,287.128,280.817,6.91604
55.75,51.75,2017-08-12,290.41,284.88,1.16477
56.25,50.75,2017-08-08,290.312,285.38,0.186428
53.5,48,2017-08-07,293.518,285.988,0
56.5,52.5,2017-08-08,289.967,284.822,0.25737
53.5,49.5,2017-08-07,292.8,289.37,0
53.5,50.5,2017-08-12,292.231,285.346,0
56.75,47.25,2017-08-07,290.501,287.417,0.762215
56.75,52,2017-08-07,290.009,286.738,0.910698
55.25,52.25,2017-08-12,290.094,284.953,0.131985
53.75,52.25,2017-08-10,289.037,281.605,0
54.5,48.25,2017-08-07,293.501,287.731,0
54.75,53.75,2017-08-12,290.153,284.972,1.12683
55,47.25,2017-08-09,289.493,284.958,5.58958
55,52,2017-08-09,290.1,283.655,3.5933
53.75,50,2017-08-09,291.654,283.78,0.0511436
54,48.5,2017-08-10,290.379,282.341,0.0527954
56.5,54.75,2017-08-09,286.334,279.592,0.716022
55.75,53.75,2017-08-08,290.227,288.212,0.0214462
55.5,55.5,2017-08-11,289.584,284.791,0
56,53.75,2017-08-13,288.115,281.272,1.24726
56.25,54.75,2017-08-10,285.019,280.681,0.151783
55.25,54.25,2017-08-08,289.432,285.793,0.0841408
57,48,2017-08-11,289.883,287.737,0.349762
57,49.5,2017-08-11,290.386,287.38,0.529591
53.25,50,2017-08-11,292.626,285.004,0
53.75,55.25,2017-08-08,291.552,288.336,0
53.75,56,2017-08-12,287.892,287.023,0.118786
54,55,2017-08-08,292.34,288.278,0
54.25,51.5,2017-08-10,288.072,282.696,0.0164986
55.25,47.25,2017-08-11,291.479,285.625,0.0445442
55.25,52,2017-08-11,290.418,283.431,0.0115471
55.25,56,2017-08-10,283.94,279.43,0.173229
56,52.5,2017-08-09,289.808,282.203,0.522991
55.75,51,2017-08-11,290.971,282.894,0.117138
56,50.75,2017-08-10,288.656,284.069,0.537842
54,53.5,2017-08-08,290.93,287.733,0
56.25,47,2017-08-08,290.597,287.032,0.349762
56.25,53.25,2017-08-08,289.775,284.539,0.640129
53.25,55.25,2017-08-07,290.909,285.043,0
53.25,55.5,2017-08-12,289.46,287.31,0.0247459
54,50.25,2017-08-07,291.771,286.792,0.0164986
56.5,49,2017-08-13,287.592,282.402,0.511444
56.5,52.75,2017-08-08,290.009,284.763,0.300266
56.75,54.25,2017-08-09,286.984,280.605,0.433903
57,48.25,2017-08-10,286.868,284.853,2.31469
53,48.25,2017-08-10,289.703,282.555,0
54.25,49.25,2017-08-11,292.551,285.391,0.00494766
56.25,54.5,2017-08-08,289.4,287.192,0.234276
54.5,47.75,2017-08-08,290.219,288.986,0
54.75,47.75,2017-08-09,289.933,284.755,2.63806
54.75,48.25,2017-08-11,291.405,284.785,0
55,54.25,2017-08-07,290.398,284.74,0.143536
55,55.5,2017-08-10,284.907,279.821,0.0395966
55.5,56,2017-08-09,286.782,280.955,3.27159
55.75,47.5,2017-08-11,292.26,286.08,0.0659943
55.75,54.75,2017-08-13,288,280.756,1.29676
56,54.75,2017-08-08,288.745,286.849,0.207878
53.25,49,2017-08-11,293.936,284.801,0
53.5,54.25,2017-08-07,292.284,285.623,0
53.5,55.5,2017-08-10,286.887,276.822,0.0148468
53.75,47.5,2017-08-11,291.296,285.402,0.0296974
53.75,54.75,2017-08-13,288.294,282.187,6.57618
54,50.75,2017-08-08,290.916,287.142,0
55.5,51.5,2017-08-13,287.974,282.513,0.638481
56,55,2017-08-10,284.669,279.237,0.135284
56.25,52.25,2017-08-13,286.484,280.763,0.861206
57,54.25,2017-08-11,290.199,285.87,0
57,52,2017-08-08,289.163,286.218,0.0560951
56.5,50,2017-08-13,287.297,282.188,0.409153
56.75,47.75,2017-08-10,287.568,285.301,0.697872
57,47.25,2017-08-08,289.023,285.401,0.0494957
57,49.75,2017-08-12,288.387,284.635,1.54258
54.5,51.5,2017-08-13,287.511,282.713,0.966793
53,47.25,2017-08-08,290.433,285.141,0
53,52,2017-08-08,294.991,288.141,0
53,54.25,2017-08-11,290.667,282.951,0
53.75,51,2017-08-11,293.521,282.393,0
54,54.75,2017-08-10,286.271,277.406,0.00329971
54.5,56,2017-08-09,289.487,282.961,1.29181
53,49.75,2017-08-12,293.09,286.25,0
55.5,47.75,2017-08-08,291.232,285.735,0.00164795
54.75,54.25,2017-08-10,285.065,278.867,0.00164795
54.75,55.25,2017-08-12,289.712,285.944,1.3809
54.75,55.5,2017-08-07,290.397,284.954,0.0923882
54.75,56,2017-08-08,291.032,288.231,0.171581
56,53.5,2017-08-10,287.594,281.464,0.0280457
55.75,56,2017-08-12,287.941,286.631,0.852955
55.75,55.25,2017-08-08,289.106,286.724,0.207878
56,55.25,2017-08-13,287.38,280.592,2.85913
55,54,2017-08-11,290.937,283.582,0
56.25,48.5,2017-08-10,287.522,284.712,0.193027
54.5,55.25,2017-08-07,291.171,285.327,0.0775414
54.5,55.5,2017-08-12,289,286.159,1.10703
56.5,48.5,2017-08-09,288.803,285.695,0.0379448
53.25,47.75,2017-08-08,290.709,285.568,0
53.75,51.75,2017-08-11,293.059,282.905,0
54.25,50.75,2017-08-07,291.139,286.805,0.0379448
56.5,51.5,2017-08-11,289.19,285.566,0.537842
55.75,55.5,2017-08-09,287.202,281.049,2.47803
56.25,47.25,2017-08-13,289.744,284.936,0.714371
56.25,52,2017-08-13,286.209,280.766,0.742416
56,51.5,2017-08-07,291.873,286.486,0.0874405
56.5,48.75,2017-08-08,289.853,285.767,0.0593948
53,53.75,2017-08-10,288.116,276.86,0.00329971
57,52.25,2017-08-08,289.024,285.993,0.0214462
53,54.5,2017-08-13,289.236,282.142,7.73765
56.75,51.25,2017-08-11,288.941,286.29,2.37904
57,54.5,2017-08-13,285.798,282.884,3.77974
53,52.25,2017-08-08,295.16,287.704,0
53.75,47.75,2017-08-07,292.042,285.326,0
54.5,50,2017-08-11,291.847,285.038,0
55,50.5,2017-08-11,291.167,283.544,0.00164795
55.5,49,2017-08-11,292.011,285.634,0.123737
56.25,49.25,2017-08-09,288.866,285.567,0.00329971
56.5,49.25,2017-08-10,287.319,284.56,1.29841
53,54,2017-08-07,291.733,285.512,0
53.25,56,2017-08-09,289.168,282.994,4.80757
53.25,51.5,2017-08-13,290.928,285.061,0.968445
54.25,55,2017-08-07,291.847,285.679,0.00164795
53.5,50.5,2017-08-11,293.136,283.329,0
55.5,55.25,2017-08-07,289.708,287.692,0.856255
54.75,53.75,2017-08-11,291.299,284.042,0
55.25,52.25,2017-08-11,290.522,283.502,0.0148468
55.5,55.5,2017-08-12,288.793,286.671,1.40564
57,53.25,2017-08-13,284.935,281.288,1.31656
55.75,47.75,2017-08-07,292.189,288.002,0.270569
57,49.5,2017-08-12,288.416,284.693,2.36089
57,50.5,2017-08-07,290.687,286.804,1.11693
57,51.25,2017-08-09,288.492,281.934,0.0181465
57,47,2017-08-13,288.779,284.673,0.0989876
57,48,2017-08-12,288.744,284.812,1.09053
57,55.75,2017-08-10,282.781,279.127,0.285419
53,48,2017-08-12,292.559,283.718,0.907398
53,47,2017-08-13,289.736,282.856,0.122086
53,53.25,2017-08-13,290.453,282.767,6.91769
53,51.25,2017-08-09,294.242,282.973,0.237576
53,55.75,2017-08-10,286.637,277.105,2.7618
53,49.5,2017-08-12,293.322,286.356,0
53,50.5,2017-08-07,293.613,286.58,0
54.75,55.75,2017-08-11,289.683,283.935,0
53.75,55.5,2017-08-09,289.872,282.534,0.64838
53.5,54,2017-08-11,290.248,282.841,0
54.25,50.25,2017-08-08,290.803,287.863,0
54.25,53.5,2017-08-07,290.865,285.824,0.0181465
54.5,49,2017-08-11,293.163,286.032,0.0131989
55.75,51.75,2017-08-11,290.645,283.799,0.0395966
55.5,50,2017-08-11,293.424,285.43,0.161682
53,47.5,2017-08-08,290.668,285.058,0
56.25,53,2017-08-10,289.114,282.197,0.00164795
56.5,53,2017-08-09,288.326,280.882,0.160034
56.75,50.25,2017-08-13,286.919,282.389,0.428951
57,53.75,2017-08-10,286.053,281.878,0.381107
57,54,2017-08-07,290.295,287.145,0.265621
53,48.25,2017-08-12,292.962,284.304,0.646729
55,55.25,2017-08-07,290.293,285.053,0.0808411
53.25,54.25,2017-08-07,291.265,285.593,0
53.25,55.5,2017-08-10,287.04,276.604,0.389359
53.5,49,2017-08-11,295.119,286.669,0.00824738
54,56,2017-08-13,288.172,281.973,3.68734
54,51.5,2017-08-09,291.065,283.642,0.56424
54.5,54,2017-08-11,290.94,283.566,0
55,55.5,2017-08-12,289.564,286.725,0.744068
53.75,56,2017-08-10,286.006,278.275,0.0313454
57,51,2017-08-08,289.514,286.556,0.283768
53,51,2017-08-08,294.439,288.542,0
53.75,47.25,2017-08-11,290.991,285.204,0.023098
53.75,54.25,2017-08-08,292.005,287.784,0
57,49,2017-08-07,290.406,286.009,0.983292
53,49,2017-08-07,295.333,288.218,0.00659943
53.75,52,2017-08-11,292.875,283.174,0
54.5,50.5,2017-08-11,290.799,284.713,0
54.25,51.5,2017-08-12,290.228,284.763,0.386059
54.75,50.75,2017-08-13,288.733,282.72,0.623631
56,50.75,2017-08-12,289.433,284.731,1.51123
55,50,2017-08-11,291.768,283.993,0.0362968
55.25,55.25,2017-08-08,290.454,286.841,0.117138
55.25,56,2017-08-12,288.473,286.728,1.27201
53.5,50,2017-08-11,293.291,283.348,0
56.25,51.75,2017-08-13,286.304,280.972,0.580734
56.75,55.25,2017-08-09,285.663,278.441,1.23406
57,47.5,2017-08-08,288.828,285.433,0.0511436
57,48.25,2017-08-12,288.607,284.912,1.29181
53,49.75,2017-08-10,290.199,283.107,0
53,55.25,2017-08-11,290.149,282.829,0
54.75,49.75,2017-08-11,291.216,284.275,0
54.75,53.5,2017-08-13,288.722,281.382,1.21427
54.75,54.25,2017-08-12,289.83,285.147,1.8346
54,54.75,2017-08-12,289.744,284.142,0.785313
54.25,52.5,2017-08-08,289.656,284.604,0
54.75,55.25,2017-08-10,285.295,278.133,0.0164986
55.75,54.25,2017-08-08,289.821,287.689,0.0247459
55.75,47.25,2017-08-11,292.45,286.175,0.103939
55.75,56,2017-08-10,283.897,279.258,0.565887
55.25,51,2017-08-11,291.559,283.462,0.0280457
55.5,54,2017-08-11,291.136,283.854,0
55.75,52,2017-08-11,290.62,284.193,0.0412445
56,53.5,2017-08-12,290.296,284.817,0.575787
56,54.25,2017-08-13,288.114,280.728,1.62837
53.5,55.25,2017-08-07,290.526,285.754,0.00164795
56.75,52.5,2017-08-13,285.51,281.077,0.758915
57,50,2017-08-07,289.95,286.861,1.69931
56.25,48.5,2017-08-12,289.731,285.141,1.14827
56.25,48.75,2017-08-07,291.107,288.495,0.323364
53,50,2017-08-07,294.106,287.474,0.00989914
53.5,55.5,2017-08-12,289.836,286.55,0.103939
55.25,54.75,2017-08-13,287.791,280.192,2.88223
54,53,2017-08-11,291.824,283.867,0
54.75,55,2017-08-13,286.874,280.449,4.20539
54.25,54.75,2017-08-09,290.037,281.907,1.44194
55,49,2017-08-11,291.69,285.866,0.0280457
55.25,47.5,2017-08-11,291.619,285.462,0.0494957
55.5,50.5,2017-08-11,292.822,285.003,0.0890884
56,54.5,2017-08-11,289.87,284.531,0
57,49.75,2017-08-10,286.931,284.418,2.2685
55.75,52.25,2017-08-11,290.63,284.557,0.0379448
56,55,2017-08-12,288.388,285.986,0.851307
56.75,47.75,2017-08-12,289.533,284.985,0.486698
57,55.25,2017-08-11,288.638,285.809,0
53.25,50.5,2017-08-11,292.457,284.083,0
53.5,51.5,2017-08-13,290.123,284.617,1.828
53.5,56,2017-08-09,289.055,283.162,3.77644
54,52.5,2017-08-07,291.885,285.649,0.00659943
55.25,47.75,2017-08-07,292.233,287.922,0.135284
56.5,49.25,2017-08-12,288.921,284.878,1.37925
54.5,54.25,2017-08-07,291.546,285.459,0.0164986
56.5,54.5,2017-08-07,289.761,286.744,1.33965
53.25,54,2017-08-11,290.927,282.447,0
54.5,55.5,2017-08-10,285.468,277.965,0.00164795
55,47.75,2017-08-08,290.816,286.33,0.00494766
53,48,2017-08-10,289.273,281.366,0
56,50.25,2017-08-09,288.966,285.224,0.146835
55.25,51.75,2017-08-11,290.562,283.324,0.0164986
53,49.5,2017-08-10,290.53,283.365,0
53,51.75,2017-08-08,294.753,288.597,0
53,55.75,2017-08-12,288.854,287.517,0
55.25,55.5,2017-08-09,289.041,282.63,1.61682
53.5,47.75,2017-08-08,290.344,286.437,0
54.25,55.5,2017-08-13,287.448,281.269,4.07175
54.75,48,2017-08-11,290.874,284.842,0
54.75,49.5,2017-08-11,291.299,284.947,0.00494766
56.25,52.75,2017-08-07,290.802,286.23,0.928848
56,47,2017-08-11,292.646,286.623,0.158382
56,53.25,2017-08-11,291.15,285.145,0
56.25,51,2017-08-13,287.308,281.955,1.32315
56.25,53,2017-08-12,289.945,284.252,1.11363
56.5,53.25,2017-08-07,289.968,285.794,0.988239
56.5,47,2017-08-07,291.085,288.176,0.4702
56.5,50.5,2017-08-13,287.164,282.277,0.356361
56.75,55.5,2017-08-08,289.38,285.565,0.100639
56.75,56,2017-08-07,288.685,285.637,0.62693
54,48.5,2017-08-11,292.178,283.886,0.00659943
53,53.75,2017-08-12,290.815,286.978,0.00494766
57,53.75,2017-08-12,289.191,284.633,0.943695
53.75,52.25,2017-08-11,292.864,283.365,0
55,51.5,2017-08-13,287.552,281.994,0.588985
55,56,2017-08-09,288.511,282.786,1.11858
55.5,55.5,2017-08-10,284.803,280.161,0.0478439
55.5,54.25,2017-08-07,289.9,286.028,0.494946
56.25,47.5,2017-08-13,289.376,284.573,0.852955
56.5,54,2017-08-13,286.609,281.165,2.2454
56.25,54.75,2017-08-11,289.796,284.789,0
57,49.5,2017-08-10,286.908,284.486,2.16786
57,48,2017-08-10,286.82,284.925,1.73891
57,51.75,2017-08-08,289.32,286.39,0.0874405
57,55.75,2017-08-12,287.781,285.458,0.895851
53.25,50,2017-08-10,289.868,283.856,0
54.25,48.75,2017-08-08,292.191,289.641,0
53.25,52.25,2017-08-09,292.811,283.137,0.504845
53.5,48.25,2017-08-07,292.752,286.192,0
53.75,47.25,2017-08-12,291.324,283.987,0.0395966
53.75,52,2017-08-12,290.961,285.099,0
54.25,51.5,2017-08-11,291.629,283.908,0
53.75,49.75,2017-08-08,290.39,285.806,0
54.5,48,2017-08-07,291.893,286.617,0
54.5,49.5,2017-08-07,291.868,286.9,0
54.5,50.5,2017-08-12,290.638,285.17,0
55.25,52,2017-08-10,289.604,282.895,0.0395966
55.25,47.25,2017-08-10,287.879,284.974,0.145184
55,50,2017-08-12,291.39,285.181,0.514744
55.25,56,2017-08-11,288.84,284.502,0
53,48.25,2017-08-11,292.47,284.153,0.023098
55.5,49.25,2017-08-13,289.567,283.636,0.798512
55.75,50.5,2017-08-09,289.156,284.633,0.419052
55.75,51,2017-08-10,288.93,283.836,0.112186
55.75,51.25,2017-08-07,292.385,286.433,0.00659943
56.25,52.5,2017-08-07,290.772,286.32,0.998138
56.5,50.75,2017-08-07,289.794,287.645,1.29016
56.75,48.75,2017-08-13,287.304,281.882,0.53619
57,48.25,2017-08-11,290,287.688,0.37616
53,47.75,2017-08-09,292.755,282.146,0.419052
56,50.75,2017-08-11,291.223,283.214,0.0395966
57,47.75,2017-08-09,288.126,285.208,0.122086
55.75,54,2017-08-09,290.045,283.485,1.23406
53.5,49,2017-08-12,294.025,288.345,0.0379448
54.75,48.25,2017-08-10,289.038,282.929,0.0775414
55,55.5,2017-08-11,289.651,283.664,0
55.5,47.25,2017-08-09,289.551,285.159,0.35471
53.25,49.75,2017-08-07,294.304,289.567,0.00494766
53.5,51.75,2017-08-09,292.646,283.376,0.141884
54.25,49.25,2017-08-10,290.317,283.531,0.0263977
54.5,54,2017-08-12,290.011,284.706,1.31326
55.5,52,2017-08-09,289.652,283.146,1.59538
55.75,47.5,2017-08-10,287.279,284.556,0.0758934
53.25,49,2017-08-10,289.979,285.168,0
53.25,51.25,2017-08-08,293.497,288.466,0
54,53,2017-08-12,290.56,284.653,0.681374
53.75,54,2017-08-09,290.146,282.79,0.757267
53.5,55.5,2017-08-11,289.548,283.194,0
53.75,47.5,2017-08-10,288.336,282.082,0.0115471
54,51,2017-08-13,289.302,284.168,1.00639
54,52.75,2017-08-07,291.775,285.771,0.00494766
55.25,47.5,2017-08-12,290.996,284.922,0.0973396
54.5,49.25,2017-08-13,288.805,284.988,5.91625
55,49,2017-08-12,291.601,286.141,0.782013
55,51.75,2017-08-09,290.292,284.017,3.99751
55.25,48.25,2017-08-08,290.59,285.89,0
55.5,50.5,2017-08-12,290.311,285.421,1.88739
55.5,48,2017-08-07,292.277,287.439,0.0808411
55.5,49.5,2017-08-07,293.852,288.167,0.0263977
56.5,55,2017-08-07,288.79,286.535,0.689625
56,55,2017-08-11,289.431,284.86,0
53.5,50,2017-08-12,292.297,285.526,0
56.75,47.75,2017-08-11,290.34,288.202,0.19138
56.75,48.25,2017-08-09,288.354,285.523,0.280468
57,54.25,2017-08-10,285.045,283.9,0.0923882
57,55.25,2017-08-12,288.682,285.411,1.54258
57,55.5,2017-08-07,289.522,285.596,0.861206
57,56,2017-08-08,288.925,285.601,0.25407
53,54.25,2017-08-10,288.133,276.474,0.00164795
53,55.25,2017-08-12,289.408,287.625,0
53,55.5,2017-08-07,292.014,284.952,0
53,56,2017-08-08,294.212,289.148,0
54,54.75,2017-08-11,289.57,283.292,0
53.75,51,2017-08-10,289.303,282.078,0
53.75,51.25,2017-08-07,292.05,286.413,0
53.75,50.5,2017-08-09,292.135,283.63,0.069294
54,47.5,2017-08-13,289.514,284.238,0.607132
54.5,47.25,2017-08-09,289.593,284.751,2.67271
54.25,53,2017-08-09,289.363,283.442,1.51948
54.75,49.75,2017-08-12,290.813,285.404,0.00494766
54.5,52,2017-08-09,289.597,283.863,0.488346
54.75,47.25,2017-08-08,290.048,288.073,0
55.25,53,2017-08-13,288.513,281.338,0.99649
54.75,54.25,2017-08-11,291.031,283.518,0
54.75,52,2017-08-08,289.93,286.537,0
55,48.25,2017-08-07,292.624,286.458,0.00824738
55.25,51,2017-08-12,290.622,285.104,0.518044
55.5,54,2017-08-12,289.384,285.913,1.88904
55.75,49.75,2017-08-08,290.358,285.158,0
55.75,47.25,2017-08-12,291.257,285.219,0.435551
56,53.5,2017-08-11,290.784,285.186,0
56,49.75,2017-08-13,288.034,282.663,0.422352
55.75,52,2017-08-12,290.372,284.928,0.913998
56.75,51.75,2017-08-07,290.218,287.006,0.848007
56.25,48.5,2017-08-11,291.143,286.987,0.199627
56.5,50.25,2017-08-08,290.136,285.659,0.222725
56.5,53.5,2017-08-07,289.734,286.02,0.819962
53.75,51.75,2017-08-10,288.885,281.76,0
53.25,54,2017-08-12,290.582,285.438,0.0197983
53.75,48,2017-08-08,289.98,287.275,0
53.75,49.5,2017-08-08,291.139,285.955,0
55,47.5,2017-08-09,289.831,284.887,6.3716
54.25,49,2017-08-13,290.634,284.771,3.40688
54.25,52.75,2017-08-08,289.683,284.639,0
54.5,49.75,2017-08-07,292.645,285.729,0
55.25,49,2017-08-09,290.714,285.803,2.48957
55,53.75,2017-08-07,291.274,284.901,0.0560951
55,54,2017-08-10,284.609,279.767,0.0709419
55.25,51.75,2017-08-12,290.352,284.983,0
56.25,56,2017-08-13,286.794,280.857,3.75829
55.25,55.75,2017-08-08,290.311,287.215,0.323364
56.25,51.5,2017-08-09,288.65,282.674,0.267269
56.75,51,2017-08-07,289.958,287.81,1.29511
56.75,52.75,2017-08-13,285.545,281.113,0.65498
56.75,55.75,2017-08-09,284.916,278.691,0.635181
56.5,51.5,2017-08-10,287.7,284.181,0.173229
56.75,49,2017-08-08,289.228,285.506,0.178181
56.75,51.25,2017-08-10,287.146,284.577,0.300266
53.25,48,2017-08-07,292.79,286.413,0
53.25,49.5,2017-08-07,294.314,289.199,0.00164795
53.25,50.5,2017-08-12,292.689,285.72,0
